tienda,ventas_totales
"Carson, Singleton and Bennett",1235.5
"Khan, Sanders and Boyd",1233.94
"Hunt, Waters and Mann",1233.24
Reynolds-Wallace,1232.36
Pitts Ltd,1231.76
French-Walker,1231.76
"Mitchell, Garcia and Johnson",1231.74
Costa-Harrison,1231.49
"Hamilton, Maldonado and Lucas",1231.21
"Tucker, Ryan and Willis",1230.5500000000002
"Stark, Hodge and Cannon",1229.79
"Strickland, Lawrence and White",1229.58
Solis-Sutton,1229.22
King Group,1228.6799999999998
Mccarthy and Sons,1228.44
Sullivan Inc,1228.18
"Padilla, Rangel and Johnson",1227.6
Zimmerman Ltd,1227.22
Harmon LLC,1227.2
Chavez-Wheeler,1224.7
"Goodwin, Blake and Cobb",1223.79
Andrews-Green,1223.24
"Padilla, Wheeler and Hendricks",1223.14
Ray-Page,1222.65
Chen-Rojas,1222.56
"Lloyd, Liu and Kaufman",1222.37
"Owens, Nixon and Roberson",1221.34
Hernandez-Jones,1221.28
Harris-Powell,1221.15
Lester-Wilcox,1221.0
"Thomas, Aguilar and Saunders",1219.56
Duffy Group,1219.19
"Garner, Hammond and Stewart",1218.4499999999998
"Gardner, Gaines and Archer",1218.36
"Roberts, Hansen and Williams",1217.01
"Smith, Roberson and Cook",1216.7
"Burgess, Johnson and Miller",1216.17
Watson-Stewart,1215.18
"Wood, Harmon and Johnson",1215.0
Mercer-Patterson,1214.16
"Eaton, Butler and Aguirre",1213.24
Arnold-Gonzales,1212.71
"Brown, Ford and Roman",1211.74
Bruce-Jenkins,1211.09
Cervantes and Sons,1209.4499999999998
"Evans, Cummings and Black",1208.34
"Nelson, Marshall and Landry",1208.15
"Smith, Scott and Schmitt",1207.94
"Munoz, Farley and Scott",1207.45
"Brown, Watts and Johnson",1207.15
Hughes Ltd,1205.65
"Bowman, White and Burch",1205.43
Jacobs-Herrera,1205.2
Medina Ltd,1205.18
Marsh-Hall,1205.0
"Clark, Velez and Ward",1204.2
Sullivan-Taylor,1202.57
"Schmidt, Santana and Vargas",1202.14
"Wilson, Smith and Robertson",1201.87
Ross-Miranda,1201.83
"Garcia, Powell and Morgan",1201.44
Hill-Hoffman,1201.22
"Gray, Russell and Jones",1200.4
Sandoval and Sons,1199.82
Grimes and Sons,1199.3000000000002
Simon-Smith,1199.15
Graham-Andrews,1198.56
"Sanchez, Miller and Rivera",1198.26
Baker-Bowers,1197.46
"Davis, Davis and Anderson",1196.73
Hodges-Roberts,1195.97
"Young, Leon and Miller",1195.56
"Colon, Zavala and Smith",1195.36
Fletcher-Larson,1194.06
Winters-Barajas,1193.72
"Jenkins, Gonzalez and Morgan",1193.4
"Johnston, Coleman and Scott",1191.44
"Wright, Rivera and Garcia",1191.3600000000001
"Smith, Martin and Duncan",1191.19
"Armstrong, Leblanc and Davenport",1191.16
Brown-Bennett,1190.6999999999998
"Edwards, Hanson and Flynn",1190.2
Peters Inc,1190.18
"Wilson, Mays and Peters",1189.84
Conrad and Sons,1189.75
Thomas-Bruce,1189.34
"Martin, Houston and Mullen",1189.32
"Murphy, Woods and Jackson",1189.27
Miller-Robertson,1188.4
Strong-Holmes,1187.92
Guerrero Inc,1187.0
Davis-Brown,1186.58
Spencer PLC,1186.22
Holmes-Rojas,1185.0
Malone and Sons,1184.81
Chandler-Sanders,1184.68
"Johnson, Cortez and Mccann",1184.34
Mayer Ltd,1183.94
Carter-Martin,1183.56
"Howard, Morales and Calhoun",1183.3799999999999
Parker-Charles,1182.15
"Gibson, Henderson and Bradford",1181.56
Allen-Sandoval,1181.38
"Tran, Wise and Tucker",1181.05
Rios-Kemp,1180.3
"Parker, Williams and Gibson",1179.25
Pham-Shields,1178.89
Harris-Moreno,1178.5
Woods-Hicks,1178.04
Murphy-Tran,1177.71
Clark-Thomas,1177.48
"Frye, Sexton and Mann",1177.28
Maxwell LLC,1177.07
"Gonzalez, Middleton and Griffith",1177.0
"Clark, Ferrell and Pearson",1176.27
"Zuniga, Wong and Lynch",1175.84
"Mccormick, Santos and Kelly",1174.99
Johnson-Moore,1174.68
Shaw-Clements,1174.47
Silva and Sons,1173.44
"Nelson, Rodriguez and Rodriguez",1173.03
"Munoz, Mason and Thompson",1173.0
Andersen-Good,1172.83
Wolf-Anderson,1172.67
Stone Inc,1172.52
"Jones, Johnson and Pratt",1172.47
Cobb-Skinner,1171.66
"Allen, Moore and Romero",1171.6
"Terry, Hurley and Lawson",1170.75
Hughes-Allen,1170.57
"Jones, Schmidt and Hunter",1167.42
"Mitchell, Johnson and Morrison",1167.3
Graham Inc,1166.93
"Dennis, Long and Griffin",1166.76
"Potter, Evans and Kidd",1166.51
"Horton, Huang and Holloway",1166.2
Steele-Simpson,1165.22
"Obrien, Mitchell and Willis",1165.0
Wilson-Wade,1163.0500000000002
Fuentes and Sons,1160.67
Gamble-Lindsey,1160.39
Lewis-Rojas,1157.4
Mcdowell LLC,1156.87
Garcia-Vazquez,1156.72
"Pena, Garza and Sandoval",1156.08
Simmons-Martinez,1155.95
Gaines Ltd,1155.82
"Gordon, Wilson and Olson",1155.72
Daniel-Davis,1155.52
"Mcintosh, Miller and Brennan",1154.21
Williams-Knight,1153.08
Martinez-Lopez,1152.66
"Jones, Aguilar and Sheppard",1152.4
Henson-Dougherty,1151.97
"Harvey, Steele and Howard",1151.55
Ford-Reynolds,1150.86
Gardner and Sons,1150.6999999999998
Grimes-Gibbs,1150.21
"Foster, Williams and Evans",1150.06
Grant-Davis,1149.65
"Brown, Bishop and Banks",1149.63
Delgado-Page,1149.3600000000001
Mcdaniel Ltd,1148.68
Kennedy-Richards,1148.43
"Suarez, Johnson and Lee",1146.78
Pittman-Collins,1146.46
Weaver Group,1146.33
"Cooper, Anderson and Peterson",1145.84
Conner Group,1144.18
Walker-Gonzalez,1143.77
Arias PLC,1143.34
"Herrera, Doyle and Benton",1143.23
Martin Inc,1142.85
"Lowery, Macdonald and Mcdowell",1141.8000000000002
"Mitchell, Lynch and Stewart",1141.8
Mckinney-Powell,1141.59
"Rhodes, Anderson and Hardy",1141.22
"Owen, Gonzales and Rodriguez",1141.14
Morrison-Jordan,1140.38
"Stewart, Alvarez and Richmond",1139.56
"Mason, Wilson and Sanders",1138.52
Fernandez-Ballard,1138.2
Stone Group,1137.42
Cook-Mayer,1136.94
"Schultz, Hall and Rogers",1136.41
"Ramirez, Fuller and Wilkins",1136.41
Hoffman-Small,1134.23
Sanchez-Mcconnell,1133.16
Phillips-Hernandez,1133.1
"Potter, Mack and Peterson",1133.04
"Davis, Martin and Johnson",1132.6
"Watson, Thomas and Cox",1130.85
"Cruz, Anderson and Benjamin",1130.51
"Freeman, Hall and Allison",1130.24
Lozano-Evans,1129.99
Santos and Sons,1129.88
"Grant, Cook and Bennett",1129.68
"Gonzalez, Rich and King",1129.04
Walker-Morton,1128.93
"Rogers, Jones and Garner",1128.32
Hill-Bryant,1128.0500000000002
James-Guerrero,1127.95
Smith-Miller,1127.77
"Allen, Olson and Ortiz",1127.37
"Smith, Parker and Guerrero",1127.15
"Davis, Simmons and Ortega",1126.89
Dawson Ltd,1126.56
Ramos-Rhodes,1126.35
"Garcia, Jones and Smith",1125.94
Walsh-Thompson,1125.8
"Todd, Thompson and Livingston",1124.15
Kelly-Moore,1123.9499999999998
Sanchez PLC,1123.23
"Wilson, Rowland and Fox",1122.96
Rasmussen Inc,1122.17
Faulkner PLC,1122.0
Banks-Robles,1121.97
Rodriguez-White,1120.96
Mullen Group,1120.15
Duncan-Walls,1118.88
"Perkins, Hammond and Cabrera",1118.79
Oconnell Inc,1118.48
Evans-Brennan,1118.22
Jimenez-Mills,1118.08
Russell-Douglas,1117.86
"Smith, Cochran and Flowers",1117.84
Kennedy-Arnold,1117.75
Mcguire Ltd,1116.54
Rodriguez-Bell,1116.07
Holder-Rodriguez,1115.42
Payne-Nelson,1114.9
Mack-Wilson,1114.23
"Lang, Sullivan and Davidson",1112.3
Cunningham PLC,1112.22
Johnson-Williams,1112.05
Hansen-Roberson,1111.99
"Chavez, Parker and Hall",1110.84
"Dawson, Miles and Little",1110.4
"Acevedo, Miller and Edwards",1109.83
"Jones, Underwood and Bartlett",1108.41
Thornton Group,1107.32
"Webb, Carroll and Kim",1106.98
Cortez-Acosta,1106.43
Reed-Travis,1106.06
Davidson-Clark,1105.92
"Daniels, Rubio and Ortiz",1105.35
Parker-Orr,1105.0
Carpenter-Logan,1104.74
"Wood, Ferguson and Nelson",1104.74
Alexander-Sampson,1104.6
"Chavez, Sanchez and Bird",1104.13
Wilson-Grant,1103.78
Santos-Marks,1103.15
Doyle LLC,1103.13
"Bright, Stevens and Ortiz",1102.17
"Leonard, Shah and Long",1101.66
Rowe-Cannon,1101.2
"Allen, Russell and Maldonado",1100.99
Turner-Sandoval,1100.1000000000001
Malone-Stafford,1099.91
Davidson LLC,1099.46
Kane-Ball,1098.54
"Harrell, Lewis and Baker",1098.07
Lamb-Weber,1097.45
Carrillo-Mendez,1097.04
"Perez, Arias and Moran",1096.74
"Moore, Castro and Mullen",1096.55
"Ray, Woods and Henry",1095.23
"Ferrell, Lyons and Hudson",1094.6399999999999
Williams-Patterson,1093.95
Brown-West,1093.12
"Sanders, Parker and Benitez",1093.1
"Riley, Davis and Lowery",1092.46
"Hull, Williams and Newman",1092.03
"Cummings, Allen and Coleman",1091.61
Mejia-Kane,1091.3700000000001
Reilly-Rivera,1091.2
"Mitchell, Stuart and Brown",1090.69
Harris-Young,1090.28
Thomas-Martinez,1090.17
Oliver LLC,1089.8
"Dickerson, Grimes and Edwards",1089.64
"Huff, Williams and Wilson",1088.84
"Edwards, Moore and Valencia",1088.52
Griffin-Morgan,1088.14
Rocha-Dominguez,1087.92
"Long, Smith and Hawkins",1087.2
Brown-Mclean,1086.21
Knight PLC,1085.5
Green-Barnes,1085.46
"Larsen, Owens and Hughes",1085.46
"Banks, Ball and Campos",1084.5
"Ramirez, Solis and Herrera",1084.28
"Sanders, Leblanc and Maldonado",1081.62
Smith-Rasmussen,1081.59
Floyd and Sons,1081.26
Scott-Shaw,1080.76
Stewart-Carter,1079.22
"Fernandez, Jennings and Cameron",1079.12
Barnes and Sons,1078.72
Gregory-Johnson,1078.16
Trevino-Miranda,1077.84
"Mcbride, Jones and Conway",1077.26
Drake PLC,1076.81
Miller-Goodwin,1076.11
"Jacobs, Thomas and Mclean",1076.0
Cortez and Sons,1075.39
"Meyers, Ward and Brown",1075.36
"Rivera, Walker and Shepard",1075.3
Mcdonald-Rodriguez,1074.64
Santos-Taylor,1073.46
Mcguire-Dean,1072.17
Mooney-Gutierrez,1070.61
"Tucker, Smith and Heath",1070.24
Ellis PLC,1069.76
"Allen, King and Fowler",1069.6
Holland-Richardson,1069.45
Mclean-Oconnor,1069.32
Henderson and Sons,1069.04
Mendoza-Rodriguez,1068.99
"Nicholson, Stokes and Ward",1068.76
Sutton-Castillo,1068.51
Ford-Frazier,1068.26
"Wolf, Randolph and Gonzalez",1067.47
"Sanchez, Snyder and Salazar",1066.46
"Johnson, Cook and Walker",1064.31
Yu-Garrison,1063.88
Hayes-Bray,1062.0
"Bailey, Park and Bray",1061.65
"Jones, Brown and Reed",1061.14
Frazier PLC,1060.64
"Lee, Larsen and Walker",1060.44
Munoz-Roman,1059.57
Elliott-Ritter,1059.42
"Rodriguez, Harris and Page",1059.4
"Mckinney, Kennedy and Harris",1059.28
"Edwards, Smith and Krueger",1059.02
Diaz-Owens,1058.36
"Lynch, Barnett and Acosta",1057.88
Tucker-Wade,1057.18
Hoffman-Murphy,1056.88
"Rodriguez, Jones and Martinez",1055.68
Martin-Ramos,1055.5500000000002
Anderson-Valencia,1054.8
"Kelly, Holland and Williams",1054.21
Hendricks Inc,1054.06
Frank Group,1051.97
"Bailey, French and Mitchell",1051.9
"Thomas, Doyle and Rosales",1051.68
Cardenas-Brooks,1051.1
Mccormick-Khan,1049.16
Sherman LLC,1049.08
"Taylor, Edwards and Ortiz",1049.01
Oneill Ltd,1048.5
Davis-Hardin,1047.96
"Jackson, Moore and Becker",1047.84
Graham-Mccarty,1047.16
Warner Group,1046.69
Thompson-Morales,1046.46
"Hurst, Williams and Rosario",1046.42
Hobbs-Roberts,1046.07
Case-Parker,1045.92
"Mckinney, Tucker and Smith",1045.56
"Stevenson, Evans and Rogers",1045.44
Woodward and Sons,1045.02
"Beasley, Adkins and Moore",1044.75
"Martinez, Harmon and Miller",1043.4
"Jimenez, Morton and Stephenson",1040.56
"Santos, Kim and Holmes",1039.98
"Sanchez, Phillips and Jenkins",1039.78
Gay Group,1039.23
Carter-Choi,1038.52
Henderson Group,1037.44
"Nelson, Moore and Neal",1036.59
Blake LLC,1036.03
Cannon-Walker,1035.68
Thomas-Decker,1034.92
"Dixon, Harvey and Butler",1034.68
"Klein, Nguyen and Duran",1034.57
"Johnston, Sanchez and Kennedy",1033.86
Williams-Werner,1032.6
"Parker, Harris and Bird",1032.45
"Garrett, Young and Williams",1031.8799999999999
Knight-Robinson,1031.49
"Ramirez, Morris and Lawrence",1031.38
"Flynn, Peck and Sullivan",1030.8899999999999
Maxwell-Hardy,1030.58
Compton-Johnson,1030.45
Pace Ltd,1030.44
Davis-Weaver,1029.36
"Taylor, Mendoza and Perez",1029.05
"Navarro, Smith and Turner",1028.99
"Anderson, Rubio and Lozano",1028.05
Hayes-Gomez,1027.93
Rodriguez-Maldonado,1027.4
"Weeks, Davis and Brady",1027.38
Hayes-Benson,1025.73
"Dyer, Stone and Hunter",1025.42
"Garcia, Hebert and Holland",1025.34
"Colon, Tucker and Vasquez",1025.33
Edwards and Sons,1025.15
"Bruce, Hood and Anderson",1024.9
Ballard-Ortega,1024.65
Monroe-Bowen,1023.64
Peterson-Munoz,1023.1200000000001
Patrick-Adams,1022.18
Morales-Nelson,1021.36
"Mccoy, Hernandez and Smith",1021.0
Kent LLC,1018.9499999999999
Spence-Martinez,1018.08
"Myers, Joyce and Hopkins",1017.78
Harris-Mcmahon,1017.06
Craig-Tucker,1016.76
Anderson-Stewart,1015.86
"Conner, Bennett and Meyer",1015.81
"Norris, Buckley and Kirby",1015.65
Thomas-Huffman,1015.48
"Cochran, Walker and Mcfarland",1014.56
Michael-Stanley,1013.12
Morris-Flores,1012.3499999999999
"Warren, Miller and Fields",1012.0500000000001
Warren-Baker,1011.5
"Phillips, Marks and Parker",1009.49
"Quinn, Carter and Marshall",1009.46
"Gallegos, Gates and Harrison",1009.36
"Kelley, Price and West",1009.05
Pineda-Newman,1008.65
Pope-Munoz,1008.5
Jacobs-Murphy,1007.96
Anderson-Anderson,1007.1
Rivas LLC,1006.15
"Flores, Daniels and Garrett",1005.4
"Davis, Reynolds and Hartman",1004.68
"Walker, Cruz and Avila",1004.11
"Parrish, Dixon and Brown",1004.01
"Bates, Keller and Garcia",1004.0
Hurley-Garner,1003.8
"Lewis, Brooks and Fuentes",1003.74
Smith-Paul,1003.6
"Rivera, Johnson and Wade",1001.52
"Sanders, Parsons and Bowman",1000.68
Ramos-Burke,1000.6
"Lee, Olsen and Simpson",1000.2
Ramirez-Robinson,999.3000000000001
"Estrada, Landry and Pena",998.79
"Gonzales, Martinez and Perry",998.1600000000001
Grimes LLC,997.02
Brandt-Williams,996.3000000000001
Stafford Ltd,994.92
"Harris, Hernandez and Becker",994.7
"Grimes, Allen and Horn",994.6
Braun-Griffin,993.76
"Anderson, Johnston and Perez",991.16
Aguilar Group,991.0799999999999
"Ramirez, Torres and Smith",990.24
Garrett-Ramsey,989.02
Summers-Turner,988.52
"Morgan, Hernandez and Morris",987.56
Byrd-Moore,987.18
Reilly-Sanders,987.12
"Mcbride, Hall and Hill",987.0
Lawson Ltd,985.93
Fisher-Rush,985.54
Jones-Lewis,985.32
Welch and Sons,983.53
"Watson, Smith and Webb",983.47
Cantu PLC,982.73
"Hernandez, Gillespie and Rosario",982.08
"Richmond, Walsh and Wu",981.69
Holder PLC,980.06
Martin-Young,980.0
"Thompson, Anderson and Parker",979.92
Vega-Knapp,979.46
"Marks, Hartman and Rodriguez",979.17
"Wong, Braun and Smith",979.0999999999999
"Thompson, Harper and Welch",978.71
Martin-Black,978.27
Beasley and Sons,976.82
Gates-Bell,976.8
Ellis-Lawrence,976.68
Yu-Reid,976.1
Haynes Group,974.75
"Farrell, Calhoun and Moore",974.42
Nelson-Jackson,974.28
"Cuevas, Williams and Hernandez",974.22
Nelson-Wallace,973.46
Deleon-Waters,973.08
"Johnson, Weeks and Adams",972.94
Nixon-Garcia,971.26
Chan Inc,970.74
Rodriguez-Mueller,970.39
Rojas LLC,969.38
"Mills, Page and Sims",968.3
Hayes LLC,967.46
Powers PLC,967.13
Lewis LLC,966.78
Gomez-Costa,966.36
Jackson-Silva,965.19
Cruz PLC,964.92
Becker-Griffith,964.1999999999999
"Taylor, Velazquez and Flores",964.14
Richard-Garcia,963.25
"Rodriguez, Wells and Ramirez",962.92
Lawson-Brooks,962.73
"Russell, Meyer and Smith",962.3000000000001
Foster-Hernandez,962.0
Webb-Boyd,961.25
"Jones, Rogers and Sellers",961.13
"White, Williams and Neal",961.03
Wright-Yoder,960.95
Garcia-Ramos,960.27
Johnson-Tyler,956.75
"Taylor, Pena and Dyer",956.63
"Green, Peterson and Pearson",955.88
Valdez LLC,954.96
Daniels-Pacheco,954.18
"Huff, Lawson and Russell",953.99
Meyer-Bailey,953.46
"Stevenson, Jarvis and Fry",952.2
Ibarra-Suarez,952.12
Rivera-Roth,951.96
Contreras-Howard,951.31
Sullivan Ltd,950.56
"Richardson, Thornton and Torres",950.4
"Lara, Baker and Washington",950.4
"Murphy, Myers and Davila",949.92
Baker-Reed,949.74
"Bowen, Diaz and Smith",949.65
"Smith, Johnson and Aguilar",949.52
Harding PLC,948.68
Jensen-Gomez,948.63
"Griffin, Miller and Austin",948.16
Christensen PLC,947.98
Baker-Spencer,947.48
"Morris, Huynh and Moody",946.5
Garrett Inc,946.33
Decker Ltd,946.29
Jackson PLC,945.68
"Huerta, Gill and Burton",945.51
White-Charles,944.26
Freeman-Pitts,944.25
"Gibson, Martin and Ward",944.06
"Molina, Henderson and Thomas",943.92
Chavez-Phillips,943.65
Green-Ortiz,943.49
Wilkinson and Sons,943.3199999999999
Glass-Stone,943.18
"Freeman, Thomas and Ward",943.14
Wood-Evans,942.94
Gibbs PLC,942.63
"Bond, Juarez and Baird",942.56
Solis PLC,942.3000000000001
"Chavez, Brown and Aguilar",942.27
Wiley and Sons,940.92
Pearson-Howard,940.72
Sanchez-Edwards,939.8
"Kramer, Harper and Velazquez",939.33
"Lane, Miller and Mullen",938.97
Wright-Chase,938.85
Meyer-Bishop,938.0999999999999
Ibarra Inc,937.76
Moses-Garcia,937.11
"Reeves, Hernandez and Mayer",936.94
Zimmerman-Frazier,936.24
"Carr, Lopez and Bond",935.66
"Parks, Green and Schultz",934.44
Hopkins-Espinoza,934.41
"Clark, Gonzalez and Nicholson",933.9
Payne-Novak,933.86
Soto-Lopez,933.51
"Wright, Morton and Johnson",933.47
Weeks-Bruce,933.26
"English, Dean and Wilson",932.12
"Moses, Aguilar and Weber",930.9300000000001
Melendez-Hart,930.4499999999999
"Golden, Sandoval and Scott",930.12
Acosta Ltd,929.54
Hines and Sons,929.46
Armstrong-Larsen,929.32
"Castillo, Fuller and Adams",927.62
Richardson and Sons,927.48
Moore-Wright,926.41
Rogers-Maldonado,926.3700000000001
"Neal, Baldwin and Simpson",925.3499999999999
"Coleman, Morales and Wright",925.21
"Kelly, Cook and Gonzalez",925.19
Johnson-Carlson,924.8700000000001
"Young, Marshall and Thomas",924.82
Good Group,924.77
"Howard, Thompson and Tate",924.76
Robinson Ltd,924.57
Ponce Ltd,922.3
"Smith, Meadows and Montgomery",921.74
Mills-Hubbard,921.72
Johnson-Reed,921.39
Crosby LLC,920.49
"Yoder, Miller and Levy",920.22
Brown-Harrington,919.99
"Lawson, Morris and Ramos",919.92
Graham and Sons,919.71
"Berry, Armstrong and Hill",919.65
Jones-Fox,918.9499999999999
Wilson-Pierce,917.28
Sharp-Williams,917.16
"King, Franco and Vaughn",917.0
"Tanner, Burton and Gonzalez",916.83
"Hale, Mcclure and Smith",915.4
"Ortiz, Hoffman and Fuller",914.5999999999999
Guerrero-Davis,914.59
"Hernandez, Taylor and Washington",913.26
Wong-Cordova,913.11
"Orr, Taylor and Williams",913.04
Wang Inc,912.01
Chandler Ltd,911.28
Spencer-Jones,911.18
Baker-Marshall,911.01
"Moore, Gay and Shelton",909.8700000000001
Moran Ltd,909.39
Vaughn and Sons,909.34
Sellers LLC,908.3499999999999
"Johnson, Maxwell and Chandler",907.11
Finley Ltd,905.12
"Wise, Lamb and Martin",904.36
Esparza and Sons,903.45
Thompson-Ruiz,903.19
Moss and Sons,902.93
"Castillo, Hughes and Smith",902.74
Grant-Diaz,901.59
Walls-Patterson,901.0500000000001
Kirby LLC,900.52
Jones-Garcia,900.31
Mclaughlin-Smith,899.99
Martin-Thompson,899.97
Robbins PLC,898.97
"Cook, Hester and Barr",898.52
Martin-Johnston,898.28
"Jordan, Walton and Walker",898.13
"Rivera, James and Edwards",897.92
"Mendoza, Melendez and Smith",897.54
"Rivera, Nichols and Hardin",896.96
"Bradley, Burns and Hammond",896.35
Barker Ltd,895.99
Lawrence LLC,895.78
Clark-Hernandez,895.3799999999999
Jones-Scott,894.6500000000001
"Munoz, Simmons and White",894.4
Rodriguez-Hernandez,893.8
Murray-Lindsey,893.09
Trujillo-Hawkins,891.36
Wade LLC,890.78
Jimenez Group,890.44
Douglas Group,890.4
Mccormick-Smith,889.75
Perry-Rivas,888.18
"Horton, Snyder and Sanchez",888.08
"Hunt, Cameron and Kelley",887.0
Hess Inc,886.78
Smith-Gaines,886.7
Harrison Ltd,886.64
Murphy-Mason,886.64
Foley-Stephens,886.56
Lawson-Townsend,886.25
"Bailey, Johnson and Turner",885.75
Cannon-Lawrence,884.98
Chase-Molina,884.81
Myers-Phillips,884.68
Mendoza Inc,884.56
Ortiz-Rodriguez,884.24
Martinez-Liu,883.44
"Acosta, Singh and Williamson",883.1999999999999
Ward-Nelson,883.17
"Thomas, Myers and Best",882.89
Ellis and Sons,882.24
"Taylor, Bradley and Novak",881.58
Kramer-Mcdaniel,881.0
Taylor-Barrera,878.85
Mejia-Hall,878.72
"Garner, Thomas and Holland",878.25
Mercer-Hughes,878.0
Moss-Day,877.29
Alvarez Group,875.98
Herman-Wise,875.16
"Kim, Johnson and Gordon",874.95
Prince-Sandoval,874.72
"Macias, Rhodes and Khan",874.72
Jackson-Edwards,873.8
Gonzales LLC,873.3499999999999
Evans-Miller,872.26
Jones-Murphy,871.52
Lee-Grant,871.52
"Hayes, Brown and Tran",871.51
"Torres, Burns and Garner",870.7
Kim-Mitchell,869.0999999999999
"Smith, Malone and Dyer",868.75
Chung Inc,868.61
Reynolds and Sons,867.47
"Carlson, Lane and Gray",866.3399999999999
Smith-Hawkins,866.16
"Rowe, Fox and Anderson",865.6200000000001
"Jimenez, Harrell and Moore",865.4
Hernandez-Cervantes,864.36
"Mckee, Thompson and Richardson",863.83
Mckinney and Sons,862.02
"Gallagher, Byrd and Hernandez",861.92
Moreno Group,861.18
Morse-Fuller,860.29
Wade-Smith,859.91
Jones-Hampton,859.28
York-Velez,858.87
"Stevenson, Hopkins and Wood",857.88
Johnson-Curry,857.73
Mora and Sons,857.64
"Brown, Bowman and Price",857.2
Lopez-Wade,856.6200000000001
Wagner PLC,856.44
"Ramirez, Randolph and Boyle",856.4
Fuller Ltd,855.94
"Waller, Doyle and Henry",855.27
Martinez-Massey,855.16
Beck-Finley,854.23
"French, Yang and Robertson",853.6200000000001
Foster-Rivera,853.6200000000001
"Escobar, Larsen and Singleton",853.4000000000001
Serrano Ltd,853.26
Lopez-Parker,852.73
Aguirre PLC,852.64
"Cervantes, Guerra and Joyce",852.2
"Jones, Gibson and Ward",852.1500000000001
Butler-Burns,850.07
Roach LLC,850.0500000000001
Rosario-Mccall,850.01
"Morris, Wright and Bridges",849.84
Stewart-Robbins,849.52
"Conner, Phillips and Faulkner",849.16
"Prince, Wilcox and Robertson",848.82
"Landry, Clark and Jimenez",848.68
Burgess Inc,848.48
"Bailey, Armstrong and Campbell",848.22
Bonilla-Barker,847.14
"Stevens, Perez and Petersen",845.25
"Gonzales, Short and Weaver",844.4
Hoffman-Webb,843.75
"Smith, Jones and Cunningham",843.51
Burgess and Sons,842.83
"Gomez, Bishop and Wilson",842.6999999999999
"Reynolds, Lloyd and Atkinson",842.55
Gutierrez-Ross,841.54
"Bonilla, Durham and Sanchez",841.44
Wheeler-Owens,840.97
"Harris, Lewis and Jackson",840.52
"Jones, Rowland and Oconnor",840.39
Powers-Kelley,840.12
Bray-Maddox,839.88
"Gray, Jackson and Jones",839.25
"Taylor, Hardin and House",837.32
"Davis, Cook and Greer",836.5
"Vasquez, Graham and Wilson",836.0500000000001
"Patrick, Singleton and Werner",835.74
Miller-Cobb,835.6800000000001
"Santiago, Smith and Cannon",835.6500000000001
Henderson-Smith,834.0
Garner LLC,833.9
Myers-Howard,833.51
Adams-Davis,833.5
"Perry, Thomas and Ellis",832.98
"Osborne, Liu and Lee",832.52
Bell-Evans,832.48
"Lewis, Stanley and Roberts",832.25
Sanders-Morris,831.19
"Gordon, Watkins and Johnson",830.9
Perez-Curtis,829.0999999999999
"Howard, Armstrong and Williams",828.48
Lowery LLC,828.27
Berry-Wilson,827.66
Clark-Clayton,827.49
Fletcher-Price,827.34
Perez-Martinez,827.06
Maddox Ltd,826.7
Hartman PLC,826.04
Fox Inc,825.9
Colon-Woodward,825.58
"Watkins, Craig and Chavez",825.1
Marsh-Brown,824.18
"Brown, Davis and Stephens",823.51
"Vargas, Taylor and Hunt",822.68
King-Sullivan,822.18
"Morris, Brown and Anderson",822.1500000000001
Jones-Marshall,822.1
"Higgins, Fox and Hammond",822.0899999999999
"Miller, Schultz and Yates",820.47
Barnett-White,819.88
"Taylor, Ross and Landry",818.96
"Lyons, Lopez and Lopez",818.34
"Hunt, Hunt and Garcia",817.02
Townsend-Jones,816.3
"Gonzalez, Davidson and Hall",814.9
"Myers, Watson and Dixon",814.22
Sanders-Sampson,813.87
Morris LLC,813.65
"Mitchell, Mcpherson and Franco",812.86
"Kennedy, Price and Ramos",812.22
Bradford and Sons,811.89
Hamilton-Howard,811.31
Thomas-Clark,811.28
"Prince, Thomas and Fitzpatrick",810.78
"Williamson, Phillips and Watson",809.74
Irwin-Ortega,809.61
"Gill, Jensen and Cohen",809.4
Lynch and Sons,809.39
"Duarte, Burns and Hernandez",809.18
"Clark, Stone and Andrews",808.85
"Benson, West and Garcia",808.8
Taylor-Kramer,808.15
"Zhang, Watkins and Clark",807.0
Mann Group,806.6
Mayo-Nguyen,806.36
Morales Inc,806.32
Wyatt-Roy,805.53
Pugh-Smith,805.08
Fleming Ltd,804.5999999999999
Brown-Hughes,804.5999999999999
Chapman-Brown,804.43
"Young, Caldwell and Lewis",804.42
"Martin, Hart and York",802.92
Wilson-Strong,802.35
Velazquez-Summers,802.0
Reynolds LLC,799.66
Guerra-Smith,799.62
"Chandler, Parker and Nicholson",799.56
Lucas Inc,798.02
Richmond-Jones,796.5
"Gibson, Benson and Curtis",795.53
Khan-Ellis,795.48
"White, Cobb and Simmons",794.67
Gonzalez-Ward,794.56
Hardy-Mckenzie,794.22
"Murphy, Andrade and Gay",793.93
Walters-Clark,793.56
"Howe, Wilkinson and Jordan",793.32
Buchanan-Wyatt,792.4
Lamb-Benson,792.27
"Serrano, Mcdonald and Shelton",791.35
"Flynn, Horn and Davis",790.6800000000001
"Johnson, Moore and Robinson",790.5500000000001
"Johnson, Alexander and Strickland",790.4
Torres-Robinson,789.14
"Vincent, Curry and Smith",788.9
Lee-Galloway,788.33
Sanders PLC,788.1
Arnold-Boyer,787.95
Hart-Baker,787.94
